question_id,model_family,model_version,rag_condition,temperature,run_number,raw_output,parsed_answer,correct_answer,is_correct
41,xai,grok-4-1-fast,RAG-,0.0,2,B,B,B,1
42,xai,grok-4-1-fast,RAG-,0.0,2,B,B,B,1
43,xai,grok-4-1-fast,RAG-,0.0,2,A,A,C,0
44,xai,grok-4-1-fast,RAG-,0.0,2,B,B,B,1
45,xai,grok-4-1-fast,RAG-,0.0,2,A,A,B,0
46,xai,grok-4-1-fast,RAG-,0.0,2,B,B,B,1
47,xai,grok-4-1-fast,RAG-,0.0,2,B,B,B,1
48,xai,grok-4-1-fast,RAG-,0.0,2,B,B,B,1
49,xai,grok-4-1-fast,RAG-,0.0,2,C,C,C,1
50,xai,grok-4-1-fast,RAG-,0.0,2,B,B,B,1
1,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
2,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
3,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
4,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
5,xai,grok-4-1-fast,RAG-,0.0,3,C,C,C,1
6,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
7,xai,grok-4-1-fast,RAG-,0.0,3,A,A,A,1
8,xai,grok-4-1-fast,RAG-,0.0,3,C,C,C,1
9,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
10,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
11,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
12,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
13,xai,grok-4-1-fast,RAG-,0.0,3,C,C,C,1
14,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
15,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
16,xai,grok-4-1-fast,RAG-,0.0,3,C,C,C,1
17,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
18,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
19,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
20,xai,grok-4-1-fast,RAG-,0.0,3,C,C,C,1
21,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
22,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
23,xai,grok-4-1-fast,RAG-,0.0,3,A,A,A,1
24,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
25,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
26,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
27,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
28,xai,grok-4-1-fast,RAG-,0.0,3,B,B,A,0
29,xai,grok-4-1-fast,RAG-,0.0,3,A,A,A,1
30,xai,grok-4-1-fast,RAG-,0.0,3,C,C,C,1
31,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
32,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
33,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
34,xai,grok-4-1-fast,RAG-,0.0,3,A,A,C,0
35,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
36,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
37,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
38,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
39,xai,grok-4-1-fast,RAG-,0.0,3,A,A,B,0
40,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
41,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
42,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
43,xai,grok-4-1-fast,RAG-,0.0,3,A,A,C,0
44,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
45,xai,grok-4-1-fast,RAG-,0.0,3,A,A,B,0
46,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
47,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
48,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
49,xai,grok-4-1-fast,RAG-,0.0,3,C,C,C,1
50,xai,grok-4-1-fast,RAG-,0.0,3,B,B,B,1
