question_id,model_family,model_version,rag_condition,temperature,run_number,raw_output,parsed_answer,correct_answer,is_correct
33,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
34,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,A,A,C,0
35,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
36,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,A,A,B,0
37,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
38,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
39,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,A,A,B,0
40,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
41,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
42,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
43,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,A,A,C,0
44,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
45,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,A,A,B,0
46,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
47,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
48,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
49,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,C,C,C,1
50,deepseek,deepseek-reasoner,RAG-,fixed/ignored,3,B,B,B,1
