question_id,model_family,model_version,rag_condition,temperature,run_number,raw_output,parsed_answer,correct_answer,is_correct
23,anthropic,claude-sonnet-4-6,RAG+,0.0,2,A,A,A,1
24,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
25,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
26,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
27,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
28,anthropic,claude-sonnet-4-6,RAG+,0.0,2,A,A,A,1
29,anthropic,claude-sonnet-4-6,RAG+,0.0,2,A,A,A,1
30,anthropic,claude-sonnet-4-6,RAG+,0.0,2,C,C,C,1
31,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
32,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
33,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
34,anthropic,claude-sonnet-4-6,RAG+,0.0,2,C,C,C,1
35,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
36,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
37,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
38,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
39,anthropic,claude-sonnet-4-6,RAG+,0.0,2,A,A,B,0
40,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
41,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
42,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
43,anthropic,claude-sonnet-4-6,RAG+,0.0,2,A,A,C,0
44,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
45,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
46,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
47,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
48,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
49,anthropic,claude-sonnet-4-6,RAG+,0.0,2,C,C,C,1
50,anthropic,claude-sonnet-4-6,RAG+,0.0,2,B,B,B,1
1,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
2,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
3,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
4,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
5,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
6,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
7,anthropic,claude-sonnet-4-6,RAG+,0.0,3,A,A,A,1
8,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
9,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
10,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
11,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
12,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
13,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
14,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
15,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
16,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
17,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
18,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
19,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
20,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
21,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
22,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
23,anthropic,claude-sonnet-4-6,RAG+,0.0,3,A,A,A,1
24,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
25,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
26,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
27,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
28,anthropic,claude-sonnet-4-6,RAG+,0.0,3,A,A,A,1
29,anthropic,claude-sonnet-4-6,RAG+,0.0,3,A,A,A,1
30,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
31,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
32,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
33,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
34,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
35,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
36,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
37,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
38,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
39,anthropic,claude-sonnet-4-6,RAG+,0.0,3,A,A,B,0
40,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
41,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
42,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
43,anthropic,claude-sonnet-4-6,RAG+,0.0,3,A,A,C,0
44,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
45,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
46,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
47,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
48,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
49,anthropic,claude-sonnet-4-6,RAG+,0.0,3,C,C,C,1
50,anthropic,claude-sonnet-4-6,RAG+,0.0,3,B,B,B,1
